Station,Crime_Category,sum
Brighton Beach,Driving under the influence of alcohol or drugs,1200.0
Brighton Beach,Illegal possession of firearms and ammunition,213.0
Brighton Beach,Carjacking,211.0
Brighton Beach,Truck hijacking,15.0
Brighton Beach,Robbery of cash in transit,0.0
Brighton Beach,Bank robbery,0.0
Brighton Beach,Robbery at residential premises,136.0
Brighton Beach,Robbery at non-residential premises,447.0
Brighton Beach,Attempted sexual offences,6.0
Brighton Beach,Contact sexual offences,15.0
Brighton Beach,Sexual offences detected as a result of police action,26.0
Brighton Beach,Sexual offences,277.0
Brighton Beach,TRIO crime,795.0
Brighton Beach,Contact crime (Crimes against the person),4775.0
Brighton Beach,Contact-related crime,730.0
Brighton Beach,Property-related crime,6500.0
Brighton Beach,Other serious crime,6891.0
Brighton Beach,Crime detected as a result of police action,6061.0
Brighton Beach,17 Community reported serious crime,18896.0
Cato Manor,Murder,690.0
Cato Manor,Attempted murder,513.0
Cato Manor,Robbery with aggravating circumstances,2227.0
Cato Manor,Common robbery,747.0
Cato Manor,Rape,854.0
Cato Manor,Sexual assault,148.0
Cato Manor,Kidnapping,162.0
Cato Manor,Assault with the intent to inflict grievous bodily harm,2929.0
Cato Manor,Common assault,1455.0
Cato Manor,Burglary at non-residential premises,220.0
Cato Manor,Burglary at residential premises,2161.0
Cato Manor,Stock-theft,1.0
Cato Manor,Shoplifting,5.0
Cato Manor,Theft of motor vehicle and motorcycle,647.0
Cato Manor,Theft out of or from motor vehicle,644.0
Cato Manor,All theft not mentioned elsewhere,2107.0
Cato Manor,Arson,41.0
Cato Manor,Malicious damage to property,1390.0
Cato Manor,Commercial crime,512.0
Cato Manor,Drug-related crime,4556.0
Cato Manor,Driving under the influence of alcohol or drugs,589.0
Cato Manor,Illegal possession of firearms and ammunition,305.0
Cato Manor,Carjacking,530.0
Cato Manor,Truck hijacking,5.0
Cato Manor,Robbery of cash in transit,0.0
Cato Manor,Bank robbery,0.0
Cato Manor,Robbery at residential premises,416.0
Cato Manor,Robbery at non-residential premises,229.0
Cato Manor,Attempted sexual offences,10.0
Cato Manor,Contact sexual offences,16.0
Cato Manor,Sexual offences detected as a result of police action,7.0
Cato Manor,Sexual offences,1028.0
Cato Manor,TRIO crime,1175.0
Cato Manor,Contact crime (Crimes against the person),9589.0
Cato Manor,Contact-related crime,1431.0
Cato Manor,Property-related crime,3673.0
Cato Manor,Other serious crime,2624.0
Cato Manor,Crime detected as a result of police action,5457.0
Cato Manor,17 Community reported serious crime,17317.0
Chatsworth,Murder,679.0
Chatsworth,Attempted murder,1017.0
Chatsworth,Robbery with aggravating circumstances,4394.0
Chatsworth,Common robbery,1239.0
Chatsworth,Rape,639.0
Chatsworth,Sexual assault,229.0
Chatsworth,Kidnapping,377.0
Chatsworth,Assault with the intent to inflict grievous bodily harm,2659.0
Chatsworth,Common assault,9436.0
Chatsworth,Burglary at non-residential premises,1288.0
Chatsworth,Burglary at residential premises,6980.0
Chatsworth,Stock-theft,58.0
Chatsworth,Shoplifting,3876.0
Chatsworth,Theft of motor vehicle and motorcycle,3247.0
Chatsworth,Theft out of or from motor vehicle,2632.0
Chatsworth,All theft not mentioned elsewhere,10080.0
Chatsworth,Arson,150.0
Chatsworth,Malicious damage to property,4329.0
Chatsworth,Commercial crime,2988.0
Chatsworth,Drug-related crime,10644.0
Chatsworth,Driving under the influence of alcohol or drugs,1108.0
Chatsworth,Illegal possession of firearms and ammunition,350.0
Chatsworth,Carjacking,1019.0
Chatsworth,Truck hijacking,4.0
Chatsworth,Robbery of cash in transit,2.0
Chatsworth,Bank robbery,0.0
Chatsworth,Robbery at residential premises,837.0
Chatsworth,Robbery at non-residential premises,440.0
Chatsworth,Attempted sexual offences,11.0
Chatsworth,Contact sexual offences,35.0
Chatsworth,Sexual offences detected as a result of police action,203.0
Chatsworth,Sexual offences,914.0
Chatsworth,TRIO crime,2296.0
Chatsworth,Contact crime (Crimes against the person),20338.0
Chatsworth,Contact-related crime,4479.0
Chatsworth,Property-related crime,14205.0
Chatsworth,Other serious crime,16944.0
Chatsworth,Crime detected as a result of police action,12305.0
Chatsworth,17 Community reported serious crime,55966.0
Durban Central,Murder,601.0
Durban Central,Attempted murder,517.0
Durban Central,Robbery with aggravating circumstances,10689.0
Durban Central,Common robbery,6938.0
Durban Central,Rape,788.0
Durban Central,Sexual assault,143.0
Durban Central,Kidnapping,559.0
Durban Central,Assault with the intent to inflict grievous bodily harm,2370.0
Durban Central,Common assault,5497.0
Durban Central,Burglary at non-residential premises,5082.0
Durban Central,Burglary at residential premises,1285.0
Durban Central,Stock-theft,0.0
Durban Central,Shoplifting,9085.0
Durban Central,Theft of motor vehicle and motorcycle,6078.0
Durban Central,Theft out of or from motor vehicle,12693.0
Durban Central,All theft not mentioned elsewhere,19264.0
Durban Central,Arson,27.0
Durban Central,Malicious damage to property,2477.0
Durban Central,Commercial crime,10346.0
Durban Central,Drug-related crime,21265.0
Durban Central,Driving under the influence of alcohol or drugs,12534.0
Durban Central,Illegal possession of firearms and ammunition,521.0
Durban Central,Carjacking,587.0
Durban Central,Truck hijacking,1.0
Durban Central,Robbery of cash in transit,18.0
Durban Central,Bank robbery,0.0
Durban Central,Robbery at residential premises,77.0
Durban Central,Robbery at non-residential premises,1486.0
Durban Central,Attempted sexual offences,30.0
Durban Central,Contact sexual offences,18.0
Durban Central,Sexual offences detected as a result of police action,4353.0
Durban Central,Sexual offences,979.0
Durban Central,TRIO crime,2150.0
Durban Central,Contact crime (Crimes against the person),27591.0
Durban Central,Contact-related crime,2504.0
Durban Central,Property-related crime,25138.0
Durban Central,Other serious crime,38695.0
Durban Central,Crime detected as a result of police action,38673.0
Durban Central,17 Community reported serious crime,93928.0
Durban North,Murder,48.0
Durban North,Attempted murder,108.0
Durban North,Robbery with aggravating circumstances,1018.0
Durban North,Common robbery,332.0
Durban North,Rape,151.0
Durban North,Sexual assault,77.0
Durban North,Kidnapping,65.0
Durban North,Assault with the intent to inflict grievous bodily harm,253.0
Durban North,Common assault,1622.0
Durban North,Burglary at non-residential premises,793.0
Durban North,Burglary at residential premises,2971.0
Durban North,Stock-theft,0.0
Durban North,Shoplifting,5274.0
Durban North,Theft of motor vehicle and motorcycle,2161.0
Durban North,Theft out of or from motor vehicle,2888.0
Durban North,All theft not mentioned elsewhere,7126.0
Durban North,Arson,2.0
Durban North,Malicious damage to property,955.0
Durban North,Commercial crime,5086.0
Durban North,Drug-related crime,1296.0
Durban North,Driving under the influence of alcohol or drugs,2132.0
Durban North,Illegal possession of firearms and ammunition,93.0
Durban North,Carjacking,54.0
Durban North,Truck hijacking,1.0
Durban North,Robbery of cash in transit,1.0
Durban North,Bank robbery,0.0
Durban North,Robbery at residential premises,257.0
Durban North,Robbery at non-residential premises,117.0
Durban North,Attempted sexual offences,9.0
Durban North,Contact sexual offences,8.0
Durban North,Sexual offences detected as a result of police action,38.0
Durban North,Sexual offences,245.0
Durban North,TRIO crime,428.0
Durban North,Contact crime (Crimes against the person),3626.0
Durban North,Contact-related crime,957.0
Durban North,Property-related crime,8813.0
Durban North,Other serious crime,17486.0
Durban North,Crime detected as a result of police action,3559.0
Durban North,17 Community reported serious crime,30882.0
Folweni,Murder,515.0
Folweni,Attempted murder,361.0
Folweni,Robbery with aggravating circumstances,1117.0
Folweni,Common robbery,296.0
Folweni,Rape,548.0
Folweni,Sexual assault,43.0
Folweni,Kidnapping,87.0
Folweni,Assault with the intent to inflict grievous bodily harm,2104.0
Folweni,Common assault,1218.0
Folweni,Burglary at non-residential premises,272.0
Folweni,Burglary at residential premises,1914.0
Folweni,Stock-theft,148.0
Folweni,Shoplifting,145.0
Folweni,Theft of motor vehicle and motorcycle,126.0
Folweni,Theft out of or from motor vehicle,166.0
Folweni,All theft not mentioned elsewhere,1375.0
Folweni,Arson,66.0
Folweni,Malicious damage to property,809.0
Folweni,Commercial crime,139.0
Folweni,Drug-related crime,1092.0
Folweni,Driving under the influence of alcohol or drugs,595.0
Folweni,Illegal possession of firearms and ammunition,237.0
Folweni,Carjacking,223.0
Folweni,Truck hijacking,0.0
Folweni,Robbery of cash in transit,2.0
Folweni,Bank robbery,0.0
Folweni,Robbery at residential premises,305.0
Folweni,Robbery at non-residential premises,135.0
Folweni,Attempted sexual offences,17.0
Folweni,Contact sexual offences,9.0
Folweni,Sexual offences detected as a result of police action,5.0
Folweni,Sexual offences,617.0
Folweni,TRIO crime,663.0
Folweni,Contact crime (Crimes against the person),6228.0
Folweni,Contact-related crime,875.0
Folweni,Property-related crime,2626.0
Folweni,Other serious crime,1659.0
Folweni,Crime detected as a result of police action,1929.0
Folweni,17 Community reported serious crime,11388.0
Greenwood Park,Murder,327.0
Greenwood Park,Attempted murder,504.0
Greenwood Park,Robbery with aggravating circumstances,3929.0
Greenwood Park,Common robbery,604.0
Greenwood Park,Rape,402.0
Greenwood Park,Sexual assault,91.0
Greenwood Park,Kidnapping,252.0
Greenwood Park,Assault with the intent to inflict grievous bodily harm,1512.0
Greenwood Park,Common assault,2085.0
Greenwood Park,Burglary at non-residential premises,2212.0
Greenwood Park,Burglary at residential premises,4684.0
Greenwood Park,Stock-theft,1.0
Greenwood Park,Shoplifting,24.0
Greenwood Park,Theft of motor vehicle and motorcycle,1833.0
Greenwood Park,Theft out of or from motor vehicle,2534.0
Greenwood Park,All theft not mentioned elsewhere,7124.0
Greenwood Park,Arson,76.0
Greenwood Park,Malicious damage to property,1415.0
Greenwood Park,Commercial crime,1976.0
Greenwood Park,Drug-related crime,3100.0
Greenwood Park,Driving under the influence of alcohol or drugs,1196.0
Greenwood Park,Illegal possession of firearms and ammunition,254.0
Greenwood Park,Carjacking,711.0
Greenwood Park,Truck hijacking,26.0
Greenwood Park,Robbery of cash in transit,4.0
Greenwood Park,Bank robbery,0.0
Greenwood Park,Robbery at residential premises,659.0
Greenwood Park,Robbery at non-residential premises,768.0
Greenwood Park,Attempted sexual offences,27.0
Greenwood Park,Contact sexual offences,16.0
Greenwood Park,Sexual offences detected as a result of police action,307.0
Greenwood Park,Sexual offences,536.0
Greenwood Park,TRIO crime,2138.0
Greenwood Park,Contact crime (Crimes against the person),9497.0
Greenwood Park,Contact-related crime,1491.0
Greenwood Park,Property-related crime,11264.0
Greenwood Park,Other serious crime,9124.0
Greenwood Park,Crime detected as a result of police action,4857.0
Greenwood Park,17 Community reported serious crime,31376.0
Hammarsdale,Murder,191.0
Hammarsdale,Attempted murder,90.0
Hammarsdale,Robbery with aggravating circumstances,505.0
Hammarsdale,Common robbery,87.0
Hammarsdale,Rape,146.0
Hammarsdale,Sexual assault,21.0
Hammarsdale,Kidnapping,18.0
Hammarsdale,Assault with the intent to inflict grievous bodily harm,376.0
Hammarsdale,Common assault,312.0
Hammarsdale,Burglary at non-residential premises,188.0
Hammarsdale,Burglary at residential premises,605.0
Hammarsdale,Stock-theft,36.0
Hammarsdale,Shoplifting,5.0
Hammarsdale,Theft of motor vehicle and motorcycle,54.0
Hammarsdale,Theft out of or from motor vehicle,282.0
Hammarsdale,All theft not mentioned elsewhere,744.0
Hammarsdale,Arson,4.0
Hammarsdale,Malicious damage to property,178.0
Hammarsdale,Commercial crime,120.0
Hammarsdale,Drug-related crime,375.0
Hammarsdale,Driving under the influence of alcohol or drugs,317.0
Hammarsdale,Illegal possession of firearms and ammunition,79.0
Hammarsdale,Carjacking,114.0
Hammarsdale,Truck hijacking,12.0
Hammarsdale,Robbery of cash in transit,0.0
Hammarsdale,Bank robbery,0.0
Hammarsdale,Robbery at residential premises,144.0
Hammarsdale,Robbery at non-residential premises,60.0
Hammarsdale,Attempted sexual offences,2.0
Hammarsdale,Contact sexual offences,6.0
Hammarsdale,Sexual offences detected as a result of police action,2.0
Hammarsdale,Sexual offences,175.0
Hammarsdale,TRIO crime,318.0
Hammarsdale,Contact crime (Crimes against the person),1736.0
Hammarsdale,Contact-related crime,182.0
Hammarsdale,Property-related crime,1165.0
Hammarsdale,Other serious crime,869.0
Hammarsdale,Crime detected as a result of police action,773.0
Hammarsdale,17 Community reported serious crime,3952.0
Hillcrest,Murder,500.0
Hillcrest,Attempted murder,388.0
Hillcrest,Robbery with aggravating circumstances,2022.0
Hillcrest,Common robbery,389.0
Hillcrest,Rape,554.0
Hillcrest,Sexual assault,115.0
Hillcrest,Kidnapping,100.0
Hillcrest,Assault with the intent to inflict grievous bodily harm,1911.0
Hillcrest,Common assault,2596.0
Hillcrest,Burglary at non-residential premises,1432.0
Hillcrest,Burglary at residential premises,7006.0
Hillcrest,Stock-theft,123.0
Hillcrest,Shoplifting,1678.0
Hillcrest,Theft of motor vehicle and motorcycle,778.0
Hillcrest,Theft out of or from motor vehicle,1769.0
Hillcrest,All theft not mentioned elsewhere,5252.0
Hillcrest,Arson,40.0
Hillcrest,Malicious damage to property,1263.0
Hillcrest,Commercial crime,2681.0
Hillcrest,Drug-related crime,1755.0
Hillcrest,Driving under the influence of alcohol or drugs,1186.0
Hillcrest,Illegal possession of firearms and ammunition,311.0
Hillcrest,Carjacking,157.0
Hillcrest,Truck hijacking,7.0
Hillcrest,Robbery of cash in transit,3.0
Hillcrest,Bank robbery,0.0
Hillcrest,Robbery at residential premises,860.0
Hillcrest,Robbery at non-residential premises,263.0
Hillcrest,Attempted sexual offences,23.0
Hillcrest,Contact sexual offences,13.0
Hillcrest,Sexual offences detected as a result of police action,9.0
Hillcrest,Sexual offences,705.0
Hillcrest,TRIO crime,1280.0
Hillcrest,Contact crime (Crimes against the person),8511.0
Hillcrest,Contact-related crime,1303.0
Hillcrest,Property-related crime,11108.0
Hillcrest,Other serious crime,9611.0
Hillcrest,Crime detected as a result of police action,3261.0
Hillcrest,17 Community reported serious crime,30533.0
Inanda,Murder,2410.0
Inanda,Attempted murder,1861.0
Inanda,Robbery with aggravating circumstances,7498.0
Inanda,Common robbery,1369.0
Inanda,Rape,2933.0
Inanda,Sexual assault,311.0
Inanda,Kidnapping,858.0
Inanda,Assault with the intent to inflict grievous bodily harm,9174.0
Inanda,Common assault,5619.0
Inanda,Burglary at non-residential premises,1154.0
Inanda,Burglary at residential premises,9402.0
Inanda,Stock-theft,471.0
Inanda,Shoplifting,692.0
Inanda,Theft of motor vehicle and motorcycle,912.0
Inanda,Theft out of or from motor vehicle,1166.0
Inanda,All theft not mentioned elsewhere,5273.0
Inanda,Arson,245.0
Inanda,Malicious damage to property,4444.0
Inanda,Commercial crime,1180.0
Inanda,Drug-related crime,7149.0
Inanda,Driving under the influence of alcohol or drugs,1704.0
Inanda,Illegal possession of firearms and ammunition,945.0
Inanda,Carjacking,1222.0
Inanda,Truck hijacking,9.0
Inanda,Robbery of cash in transit,4.0
Inanda,Bank robbery,0.0
Inanda,Robbery at residential premises,1842.0
Inanda,Robbery at non-residential premises,729.0
Inanda,Attempted sexual offences,105.0
Inanda,Contact sexual offences,35.0
Inanda,Sexual offences detected as a result of police action,9.0
Inanda,Sexual offences,3384.0
Inanda,TRIO crime,3793.0
Inanda,Contact crime (Crimes against the person),31315.0
Inanda,Contact-related crime,4689.0
Inanda,Property-related crime,13105.0
Inanda,Other serious crime,7145.0
Inanda,Crime detected as a result of police action,9807.0
Inanda,17 Community reported serious crime,56254.0
Inchanga,Murder,289.0
Inchanga,Attempted murder,165.0
Inchanga,Robbery with aggravating circumstances,475.0
Inchanga,Common robbery,87.0
Inchanga,Rape,295.0
Inchanga,Sexual assault,27.0
Inchanga,Kidnapping,38.0
Inchanga,Assault with the intent to inflict grievous bodily harm,687.0
Inchanga,Common assault,693.0
Inchanga,Burglary at non-residential premises,281.0
Inchanga,Burglary at residential premises,855.0
Inchanga,Stock-theft,68.0
